Company,BvdID,NACE,IncorpSerial,NumDirectors,Year,TotalAssets,ShareholdersFunds,NetIncome,Revenue,MarketCap,Employees,TotalAssets_m,MarketCap_m,ShareFunds_m,NetIncome_m,Revenue_m,IncorpYear,CompanyKey
TAYLOR WIMPEY PLC,GB00296805,4120,12816,17,2020,5748.6,4016800.0,217000.0,2799900.0,6043.123207828,6029.0,5748.6,6043.123207828,4016.8,217.0,2799.9,1934.0,TAYLOR WIMPEY
INTERCONTINENTAL HOTELS GROUP PLC,GB05134420,5510,38128,21,2020,3754.84116100537,-1377793.47225619,-193740.563973288,1795825.99682932,8566.581311511,12832.0,3754.84116100537,8566.581311511,-1377.79347225619,-193.740563973288,1795.82599682932,2003.0,INTERCONTINENTAL HOTELS
POLAR CAPITAL TECHNOLOGY TRUST PLC,GB03224867,6430,1996,19,2020,2415.655,2308597.0,360102.0,362510.0,2387.200905449,,2415.655,2387.200905449,2308.597,360.102,362.51,1904.0,POLAR CAPITAL TECHNOLOGY TRUST
PERSIMMON PLC,GB01818486,4120,30824,11,2020,4623.1,3518400.0,638400.0,3333700.0,8828.701816213,5221.0,4623.1,8828.701816213,3518.4,638.4,3333.7,1983.0,PERSIMMON
3I GROUP PLC,GB01142830,6430,16438,20,2020,10334.0,9164000.0,1855000.0,1152000.0,11225.480585152,234.0,10334.0,11225.480585152,9164.0,1855.0,1152.0,1944.0,I
VISTRY GROUP PLC,GB00306718,4120,13092,18,2020,3632.194,2195082.0,76813.0,1826899.0,2088.08887072,3001.0,3632.194,2088.08887072,2195.082,76.813,1826.899,1934.0,VISTRY
SSP GROUP PLC,GB05735966,1089,38785,25,2020,2919.3,202000.0,-375000.0,1525300.0,970.361531562,21798.0,2919.3,970.361531562,202.0,-375.0,1525.3,2005.0,SSP
PEARSON PLC,GB00053723,5811,08/12/1897,27,2020,7451.0,4134000.0,310000.0,3620000.0,5125.165253424,21335.0,7451.0,5125.165253424,4134.0,310.0,3620.0,1897.0,PEARSON
MELROSE INDUSTRIES PLC,GB09800044,3030,42276,20,2020,16680.0,7110000.0,-533000.0,8914000.0,8650.123850023,51785.0,16680.0,8650.123850023,7110.0,-533.0,8914.0,2014.0,MELROSE INDUSTRIES
ITV PLC,GB04967001,6020,37943,20,2020,3953.0,1151000.0,285000.0,2781000.0,4299.137333984,6273.0,3953.0,4299.137333984,1151.0,285.0,2781.0,2002.0,ITV
INTERTEK GROUP PLC,GB04267576,7120,37112,31,2020,2615.1,1003000.0,247300.0,2741700.0,9115.48373908,43769.0,2615.1,9115.48373908,1003.0,247.3,2741.7,2000.0,INTERTEK
FRESNILLO PLC,GB06344120,2441,39309,21,2020,4226.57111835174,2693443.91346193,278780.749061316,1816179.18823073,8323.213143976,5816.0,4226.57111835174,8323.213143976,2693.44391346193,278.78074906131604,1816.17918823073,2006.0,FRESNILLO
MOBICO GROUP PLC,GB02590560,4931,33308,17,2020,4489.1,1476000.0,-331700.0,1955900.0,1457.840957097,51753.0,4489.1,1457.840957097,1476.0,-331.7,1955.9,1990.0,MOBICO
SMITHS GROUP PLC,GB00137013,2651,5310,22,2020,5413.0,2394000.0,265000.0,3466000.0,5368.661564571,22562.0,5413.0,5368.661564571,2394.0,265.0,3466.0,1913.0,SMITHS
ENDEAVOUR MINING PLC,GB13280545,0729,44276,20,2020,,,,,,,,,,,,2020.0,ENDEAVOUR MINING
ZEGONA COMMUNICATIONS PLC,GB09395163,6619,2015,15,2020,316.102227067531,303986.686445303,12770.2370060403,,231.013418695,12.0,316.102227067531,231.013418695,303.986686445303,12.770237006040299,,1904.0,ZEGONA COMMUNICATIONS
KELLER GROUP PLC,GB02442580,7112,32825,23,2020,1267.8,410000.0,42500.0,2063200.0,504.025815337,9309.0,1267.8,504.025815337,410.0,42.5,2063.2,1988.0,KELLER
SCOTTISH MORTGAGE INVESTMENT TRUST PLC,GBSC007058,6430,1908,14,2020,18275.699,16989470.0,9213660.0,9223397.0,16163.807514839,,18275.699,16163.807514839,16989.47,9213.66,9223.397,1904.0,SCOTTISH MORTGAGE INVESTMENT TRUST
WHITBREAD PLC,GB04120344,5510,36861,23,2020,8798.6,3834100.0,-906500.0,756300.0,6852.341180989,28335.0,8798.6,6852.341180989,3834.1,-906.5,756.3,1999.0,WHITBREAD
CRANSWICK PLC,GB01074383,1013,26571,11,2020,1041.9,686100.0,92500.0,1898400.0,1912.88239747,9005.0,1041.9,1912.88239747,686.1,92.5,1898.4,1971.0,CRANSWICK
RS GROUP PLC,GB00647788,4652,21937,18,2020,1845.8,899400.0,125500.0,2002700.0,4666.537728075,6806.0,1845.8,4666.537728075,899.4,125.5,2002.7,1959.0,RS
BELLWAY PLC,GB01372603,4120,28650,11,2020,4083.6,2994000.0,192900.0,2378400.0,3140.260677758,3119.0,4083.6,3140.260677758,2994.0,192.9,2378.4,1977.0,BELLWAY
INTERNATIONAL WORKPLACE GROUP PLC,GBJE122154,6831,2003,10,2020,8964.29999999998,513800.0,-646800.0,2482100.0,3454.553106542,8454.0,8964.29999999998,3454.553106542,513.8,-646.8,2482.1,1904.0,WORKPLACE
SEVERN TRENT PLC,GB02366619,3600,32599,17,2020,11023.1,1138700.0,212200.0,1829500.0,5508.585170944,7033.0,11023.1,5508.585170944,1138.7,212.2,1829.5,1988.0,SEVERN TRENT
MITCHELLS & BUTLERS PLC,GB04551498,5610,37531,15,2020,5109.0,1677000.0,-112000.0,1477000.0,581.138300548,42551.0,5109.0,581.138300548,1677.0,-112.0,1477.0,2001.0,MITCHELLS BUTLERS
SCHRODERS PLC,GB03909886,6619,21551,26,2020,21673.1,4085900.0,486000.0,2162300.0,7542.367119787,5571.0,21673.1,7542.367119787,4085.9,486.0,2162.3,1958.0,SCHRODERS
SIG PLC,GB00998314,4673,25931,25,2020,1150.2,301900.0,-131500.0,1900300.0,371.954129542,6448.0,1150.2,371.954129542,301.9,-131.5,1900.3,1970.0,SIG
UNITED UTILITIES GROUP PLC,GB06559020,3600,32599,22,2020,14179.1,3031000.0,453400.0,1808000.0,6312.922578462,5354.0,14179.1,6312.922578462,3031.0,453.4,1808.0,1988.0,UNITED UTILITIES
THE WEIR GROUP PLC,GBSC002934,2813,14/06/1895,19,2020,3542.2,1306900.0,-154700.0,2286500.0,5164.981893381,11994.0,3542.2,5164.981893381,1306.9,-154.7,2286.5,1895.0,WEIR
SAVILLS PLC,GB02122174,7022,31877,17,2020,1956.4,581600.0,67600.0,1741200.0,1365.557554905,39349.0,1956.4,1365.557554905,581.6,67.6,1741.2,1986.0,SAVILLS
HALMA PLC,GB00040932,2611,13/04/1894,22,2020,1877.9,1167600.0,203400.0,1318200.0,9012.780094786,7120.0,1877.9,9012.780094786,1167.6,203.4,1318.2,1894.0,HALMA
HIKMA PHARMACEUTICALS PLC,GB05557934,2120,38603,21,2020,3081.22012319055,1600595.12082547,321162.242586488,1754842.41598882,5803.963555803,8681.0,3081.22012319055,5803.963555803,1600.5951208254698,321.16224258648805,1754.84241598882,2004.0,HIKMA PHARMACEUTICALS
THE SAGE GROUP PLC,GB02231246,5829,32218,18,2020,3715.0,1652000.0,310000.0,1903000.0,7877.948565239,11529.0,3715.0,7877.948565239,1652.0,310.0,1903.0,1987.0,SAGE
ASOS PLC,GB04006623,4771,36679,26,2020,1989.4,810300.0,113300.0,3263500.0,4897.454145403,3824.0,1989.4,4897.454145403,810.3,113.3,3263.5,1999.0,ASOS
HOWDEN JOINERY GROUP PLC,GB02128710,3102,31904,19,2020,1687.2,720800.0,147600.0,1547500.0,4117.523144711,10004.0,1687.2,4117.523144711,720.8,147.6,1547.5,1986.0,HOWDEN JOINERY
BERKELEY GROUP HOLDINGS (THE) PLC,GB05172586,4110,1976,14,2020,5650.8,3101600.0,410100.0,1920400.0,5258.322356809,2844.0,5650.8,5258.322356809,3101.6,410.1,1920.4,1904.0,BERKELEY
BURBERRY GROUP PLC,GB03458224,4771,35733,29,2020,3502.2,1559700.0,375700.0,2359500.0,7685.925123486,9234.0,3502.2,7685.925123486,1559.7,375.7,2359.5,1996.0,BURBERRY
CAPITA PLC,GB02081330,8110,31754,19,2020,3728.1,-81100.0,14000.0,3324800.0,654.404510122,58325.0,3728.1,654.404510122,-81.1,14.0,3324.8,1985.0,CAPITA
IMI PLC,GB00714275,2899,22679,13,2020,1957.5,799500.0,170200.0,1825000.0,3171.419223904,10776.0,1957.5,3171.419223904,799.5,170.2,1825.0,1961.0,IMI
ITHACA ENERGY PLC,GB12263719,0610,2019,21,2020,3178.06432471666,404222.548141913,-339589.205688394,828652.23710624,,,3178.06432471666,,404.222548141913,-339.58920568839403,828.65223710624,1904.0,ITHACA ENERGY
GREGGS PLC,GB00502851,5610,18991,13,2020,729.7,321600.0,-13000.0,811300.0,1815.526041509,21538.0,729.7,1815.526041509,321.6,-13.0,811.3,1951.0,GREGGS
OCADO GROUP PLC,GB07098618,4778,40155,19,2020,4004.8,1833100.0,-134300.0,2523300.0,16511.570493214,17121.0,4004.8,16511.570493214,1833.1,-134.3,2523.3,2009.0,OCADO
J D WETHERSPOON PLC,GB01709784,5630,30400,13,2020,2248.67,317248.0,-97561.0,1262667.0,1017.212286789,43219.0,2248.67,1017.212286789,317.248,-97.561,1262.667,1982.0,J D WETHERSPOON
W.A.G PAYMENT SOLUTIONS PLC,GB13544823,7490,2021,17,2020,536.061924420032,58616.3571009748,19420.525832113,1146537.956532,,892.0,536.061924420032,,58.616357100974795,19.420525832113,1146.5379565320002,1904.0,W A G PAYMENT SOLUTIONS
TATE & LYLE PLC,GB00076535,1039,1154,24,2020,2967.0,1454000.0,253000.0,2807000.0,3594.011648663,4441.0,2967.0,3594.011648663,1454.0,253.0,2807.0,1902.0,TATE LYLE
WH SMITH PLC,GB05202036,4778,38209,10,2020,1447.0,227000.0,-321000.0,1021000.0,1540.286477025,14514.0,1447.0,1540.286477025,227.0,-321.0,1021.0,2003.0,WH SMITH
GALLIFORD TRY HOLDINGS PLC,GB12216008,4120,1965,11,2020,625.6,120500.0,320400.0,1121600.0,131.42068952,3087.0,625.6,131.42068952,120.5,320.4,1121.6,1904.0,GALLIFORD TRY
TELECOM PLUS PLC,GB03263464,6190,35347,18,2020,462.664,212378.0,32559.0,862379.0,1000.179493379,2058.0,462.664,1000.179493379,212.378,32.559,862.379,1995.0,TELECOM PLUS
QINETIQ GROUP PLC,GB04586941,8020,37571,18,2020,1480.5,884900.0,121700.0,1287400.0,1814.652551649,6890.0,1480.5,1814.652551649,884.9,121.7,1287.4,2001.0,QINETIQ
ZIGUP PLC,GB00053171,7721,,32,2020,1792.086,871567.0,7676.0,779349.0,441.980196647,5214.0,1792.086,441.980196647,871.567,7.676,779.349,,ZIGUP
WATCHES OF SWITZERLAND GROUP PLC,GB11838443,4648,43516,11,2020,851.789,199541.0,507.0,810512.0,598.638885,1963.0,851.789,598.638885,199.541,0.507,810.512,2018.0,WATCHES OF SWITZERLAND
CONVATEC GROUP PLC,GB10361298,4690,42619,21,2020,2806.63013155918,1244932.15473143,83830.051719211,1411549.03974846,3992.659466401,9900.0,2806.63013155918,3992.659466401,1244.93215473143,83.830051719211,1411.54903974846,2015.0,CONVATEC
VESUVIUS PLC,GB08217766,2451,41169,11,2020,2049.9,1130800.0,41300.0,1458300.0,1455.062495329,10354.0,2049.9,1455.062495329,1130.8,41.3,1458.3,2011.0,VESUVIUS
DUNELM GROUP PLC,GB04708277,4759,37703,16,2020,716.0,173400.0,87700.0,1057900.0,2406.869825345,9859.0,716.0,2406.869825345,173.4,87.7,1057.9,2002.0,DUNELM
SYNTHOMER PLC,GB00098381,2059,3080,22,2020,2059.1,628100.0,3100.0,1644200.0,1910.130043828,3579.0,2059.1,1910.130043828,628.1,3.1,1644.2,1907.0,SYNTHOMER
HALFORDS GROUP PLC,GB04457314,4778,37417,8,2020,1069.6,417800.0,53200.0,1292300.0,129.226691984,,1069.6,129.226691984,417.8,53.2,1292.3,2001.0,HALFORDS
THG PLC,GB06539496,4778,39526,142,2020,2448.852,1144526.0,-532629.0,1613625.0,7571.043306336,6.0,2448.852,7571.043306336,1144.526,-532.629,1613.625,2007.0,THG
BREEDON GROUP PLC,GB14739556,6420,45002,15,2020,,,,,,,,,,,,2022.0,BREEDON
SPIRAX GROUP PLC,GB00596337,2813,21186,21,2020,1745.1,856000.0,173600.0,1193400.0,8314.497200603,7846.0,1745.1,8314.497200603,856.0,173.6,1193.4,1957.0,SPIRAX
CRODA INTERNATIONAL PLC,GB00206132,2059,9274,18,2020,3028.9,1595100.0,201600.0,1390300.0,9202.652071027,5684.0,3028.9,9202.652071027,1595.1,201.6,1390.3,1924.0,CRODA
WICKES GROUP PLC,GB12189061,4778,2019,15,2020,1208.4,129800.0,26300.0,1346900.0,,7981.0,1208.4,,129.8,26.3,1346.9,1904.0,WICKES
MICHAEL PAGE PLC,GB03310225,7810,35460,35,2020,629.829,315901.0,-5742.0,1304791.0,1470.240387355,6694.0,629.829,1470.240387355,315.901,-5.742,1304.791,1996.0,MICHAEL PAGE
SPIRE HEALTHCARE GROUP PLC,GB09084066,8690,41802,20,2020,2104.8,706600.0,-233900.0,920300.0,623.280441834,8995.0,2104.8,623.280441834,706.6,-233.9,920.3,2013.0,SPIRE HEALTHCARE
DIPLOMA PLC,GB03899848,4690,36518,21,2020,694.6,530700.0,49300.0,538400.0,2742.888657321,2002.0,694.6,2742.888657321,530.7,49.3,538.4,1999.0,DIPLOMA
PETS AT HOME GROUP PLC,GB08885072,4778,41680,16,2020,1705.3,976500.0,90400.0,1142800.0,2065.00005722,10004.0,1705.3,2065.00005722,976.5,90.4,1142.8,2013.0,PETS AT HOME
SOFTCAT PLC,GB02174990,6209,32057,20,2020,430.946,140747.0,75664.0,1077127.0,2505.344278099,1475.0,430.946,2505.344278099,140.747,75.664,1077.127,1986.0,SOFTCAT
ABERDEEN GROUP PLC,GBSC286832,7010,38533,30,2020,10478.0,6813000.0,833000.0,1527000.0,6172.047148294,6029.0,10478.0,6172.047148294,6813.0,833.0,1527.0,2004.0,ABERDEEN
ENERGEAN PLC,GB10758801,0610,42863,12,2020,3081.22981021875,890008.383404549,-68117.6919809773,27719.8037684858,1277.168777157,620.0,3081.22981021875,1277.168777157,890.008383404549,-68.1176919809773,27.7198037684858,2016.0,ENERGEAN
MIDWICH GROUP PLC,GB08793266,7490,41605,17,2020,306.261,106487.0,-3751.0,713764.0,443.02356,1023.0,306.261,443.02356,106.487,-3.751,713.764,2012.0,MIDWICH
PENNON GROUP PLC,GB02366640,3700,32599,19,2020,6420.0,2984800.0,1762000.0,816300.0,,1988.0,6420.0,,2984.8,1762.0,816.3,1988.0,PENNON
ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC,GB11488166,2910,43308,30,2020,2794.8,804100.0,-419300.0,611800.0,2309.015780367,2342.0,2794.8,2309.015780367,804.1,-419.3,611.8,2017.0,ASTON MARTIN LAGONDA GLOBAL
LION FINANCE GROUP PLC,GB10917019,6420,42962,33,2020,5011.35270679981,579895.163776209,67075.1845805238,247434.959983746,599.867012222,7263.0,5011.35270679981,599.867012222,579.895163776209,67.0751845805238,247.43495998374598,2016.0,LION FINANCE
PREMIER FOODS PLC,GB05160050,1089,38160,18,2020,,,,,,,,,,,,2003.0,PREMIER FOODS
INVESTEC PLC,GB03633621,6419,36055,15,2020,24801.508,2506457.0,68911.0,953787.0,1525.813037583,3500.0,24801.508,1525.813037583,2506.457,68.911,953.787,1997.0,INVESTEC
ENQUEST PLC,GB07140891,0610,2010,15,2020,2878.24186009582,67970.8962459668,-350182.343601641,760208.911946584,191.625630214,885.0,2878.24186009582,191.625630214,67.9708962459668,-350.18234360164104,760.208911946584,1904.0,ENQUEST
MEARS GROUP PLC,GB03232863,8121,35278,10,2020,676.089,156051.0,44519.0,841205.0,170.688803292,6327.0,676.089,170.688803292,156.051,44.519,841.205,1995.0,MEARS
COATS GROUP PLC,GB00103548,2899,3456,17,2020,903.278121724689,237630.25327339,19672.1188034415,867883.2109988,977.248058756,17308.0,903.278121724689,977.248058756,237.63025327339,19.6721188034415,867.8832109988,1908.0,COATS
RENEW HOLDINGS PLC,GB00650447,4120,21970,6,2020,358.79,120447.0,20752.0,620375.0,357.425510683,3338.0,358.79,357.425510683,120.447,20.752,620.375,1959.0,RENEW
SENIOR PLC,GB00282772,2932,12406,16,2020,814.7,393300.0,-158500.0,733600.0,374.330631185,5880.0,814.7,374.330631185,393.3,-158.5,733.6,1932.0,SENIOR
DFS FURNITURE PLC,GB07236769,4759,1969,14,2020,1171.6,201900.0,-69200.0,724500.0,420.850167543,5497.0,1171.6,420.850167543,201.9,-69.2,724.5,1904.0,DFS FURNITURE
COSTAIN GROUP PLC,GB01393773,4211,28775,13,2020,489.9,156500.0,-78000.0,978400.0,162.77024877,3117.0,489.9,162.77024877,156.5,-78.0,978.4,1977.0,COSTAIN
SIGMAROC PLC,GB05204176,6619,2004,18,2020,257.224,123563.0,6511.0,124337.0,175.605685851,942.0,257.224,175.605685851,123.563,6.511,124.337,1904.0,SIGMAROC
VICTORIA PLC,GB00282204,1393,12389,28,2020,,,,,,,,,,,,1932.0,VICTORIA
MORGAN ADVANCED MATERIALS PLC,GB00286773,2059,12520,11,2020,930.5,240000.0,-22500.0,912700.0,887.500632743,7466.0,930.5,887.500632743,240.0,-22.5,912.7,1933.0,MORGAN ADVANCED MATERIALS
ICG PLC,GB02234775,6630,32225,16,2020,7463.9,1622200.0,461000.0,772600.0,5351.805747747,442.0,7463.9,5351.805747747,1622.2,461.0,772.6,1987.0,ICG
CLOSE BROTHERS GROUP PLC,GB00520241,6420,19513,18,2020,11071.5,1449600.0,109500.0,932600.0,1658.538062173,3336.0,11071.5,1658.538062173,1449.6,109.5,932.6,1952.0,CLOSE BROTHERS
HAYS PLC,GB02150950,7810,31986,21,2020,1939.9,853400.0,47500.0,996200.0,1996.49858299,10438.0,1939.9,1996.49858299,853.4,47.5,996.2,1986.0,HAYS
PLAYTECH PLC,GBIM008505V,5829,2002,10,2020,2808.51947329606,819467.736274761,-271845.300150063,1105028.74278961,1201.204688028,6444.0,2808.51947329606,1201.204688028,819.467736274761,-271.845300150063,1105.02874278961,1904.0,PLAYTECH
MCBRIDE PLC,GB02798634,2041,34039,9,2020,471.8,66900.0,6500.0,706200.0,114.066116593,3400.0,471.8,114.066116593,66.9,6.5,706.2,1992.0,MCBRIDE
TBC BANK GROUP PLC,GB10029943,6420,42426,20,2020,5134.58681100441,667682.61991719,73339.6256232172,262666.47102983,689.4487,8281.0,5134.58681100441,689.4487,667.6826199171901,73.3396256232172,262.66647102983,2015.0,TBC BANK
VOLEX PLC,GB00158956,2434,7202,14,2020,195.358656984226,105604.171950757,11889.4900176839,316616.730837008,160.927879033,6158.0,195.358656984226,160.927879033,105.60417195075699,11.889490017683901,316.616730837008,1918.0,VOLEX
RATHBONES GROUP PLC,GB01000403,6630,25954,22,2020,3370.618,513827.0,26652.0,366088.0,885.290738271,1588.0,3370.618,885.290738271,513.827,26.652,366.088,1970.0,RATHBONES
MARSTON'S PLC,GB00031461,1105,14/05/1890,14,2020,2531.9,248900.0,-359600.0,858500.0,272.201298917,13095.0,2531.9,272.201298917,248.9,-359.6,858.5,1890.0,MARSTON S
HOCHSCHILD MINING PLC,GB05777693,2441,2006,16,2020,1017.92857139197,600659.08657849,11298.0555037038,466053.358821957,1074.735829581,3352.0,1017.92857139197,1074.735829581,600.65908657849,11.2980555037038,466.05335882195703,1904.0,HOCHSCHILD MINING
LAND SECURITIES GROUP PLC,GB04369054,9499,1955,23,2020,10990.0,7212000.0,-1393000.0,635000.0,5116.910936893,530.0,10990.0,5116.910936893,7212.0,-1393.0,635.0,1904.0,LAND SECURITIES
HILL & SMITH PLC,GB00671474,2511,22189,14,2020,646.7,320500.0,24000.0,662100.0,1120.68008582,4499.0,646.7,1120.68008582,320.5,24.0,662.1,1959.0,HILL SMITH
THE RANK GROUP PLC,GB03140769,9329,35055,18,2020,927.1,365900.0,9800.0,658700.0,571.960669528,8431.0,927.1,571.960669528,365.9,9.8,658.7,1995.0,RANK
ROTORK PLC,GB00578327,2899,20863,17,2020,751.981,570754.0,85758.0,606045.0,2778.886595717,3352.0,751.981,2778.886595717,570.754,85.758,606.045,1956.0,ROTORK
HUNTING PLC,GB00974568,4950,25640,17,2020,829.731223016368,727719.364524279,-174888.116786656,471013.117259673,367.816386006,2408.0,829.731223016368,367.816386006,727.7193645242791,-174.88811678665598,471.01311725967304,1969.0,HUNTING
S4 CAPITAL PLC,GB10476913,7311,2016,55,2020,1170.386,715777.0,-3929.0,342687.0,2673.02978,2677.0,1170.386,2673.02978,715.777,-3.929,342.687,1904.0,S CAPITAL
DR. MARTENS PLC,GB12960219,4642,2020,12,2020,651.8,149700.0,34700.0,773000.0,4532.00051805,1897.0,651.8,4532.00051805,149.7,34.7,773.0,1904.0,DR MARTENS
FUTURE PLC,GB03757874,5819,36272,19,2020,611.2,381300.0,44300.0,339600.0,1903.449462578,2037.0,611.2,1903.449462578,381.3,44.3,339.6,1998.0,FUTURE
BODYCOTE PLC,GB00519057,2561,19476,11,2020,1110.0,681400.0,400.0,602400.0,1427.305747653,4747.0,1110.0,1427.305747653,681.4,0.4,602.4,1952.0,BODYCOTE
RENISHAW PLC,GB01106260,2651,26758,19,2020,766.457,546864.0,288.0,510215.0,2929.011092493,4797.0,766.457,2929.011092493,546.864,0.288,510.215,1972.0,RENISHAW
SEGRO PLC,GB00167591,6831,7445,18,2020,12666.5,9671100.0,1426900.0,431700.0,11291.398945257,355.0,12666.5,11291.398945257,9671.1,1426.9,431.7,1919.0,SEGRO
TULLOW OIL PLC,GB03919249,0910,36560,14,2020,4886.13702340631,-156482.763209194,-910208.07266681,1040312.31293503,418.28241627,730.0,4886.13702340631,418.28241627,-156.482763209194,-910.20807266681,1040.31231293503,1999.0,TULLOW OIL
FERREXPO PLC,GB05432915,0710,2005,11,2020,1456.7524391035,1111380.0775805,473391.655260453,1271052.1085351,1663.451810697,8664.0,1456.7524391035,1663.451810697,1111.3800775805,473.391655260453,1271.0521085351,1904.0,FERREXPO
DOMINO'S PIZZA GROUP PLC,GB03853545,5610,36438,14,2020,592.2,-8800.0,41100.0,583400.0,1481.977070933,1692.0,592.2,1481.977070933,-8.8,41.1,583.4,1998.0,DOMINO S PIZZA
CVS GROUP PLC,GB06312831,7500,39276,14,2020,464.3,166600.0,5700.0,427800.0,727.746091176,6761.0,464.3,727.746091176,166.6,5.7,427.8,2006.0,CVS
RWS HOLDINGS PLC,GB03002645,7490,34684,22,2020,592.5,408900.0,46400.0,364800.0,1554.815006044,2756.0,592.5,1554.815006044,408.9,46.4,364.8,1994.0,RWS
SHAWBROOK GROUP PLC,GB07240248,6420,2010,95,2020,8937.5,814500.0,58100.0,291900.0,,811.0,8937.5,,814.5,58.1,291.9,1904.0,SHAWBROOK
GENUS PLC,GB02972325,7211,34603,15,2020,855.4,494500.0,35300.0,551400.0,2299.036175136,2969.0,855.4,2299.036175136,494.5,35.3,551.4,1993.0,GENUS
F&C INVESTMENT TRUST PLC,GB00012901,6430,1868,11,2020,4926.697,4511560.0,507106.0,516989.0,4223.408963906,,4926.697,4223.408963906,4511.56,507.106,516.989,1904.0,F C INVESTMENT TRUST
SAGA PLC,GB08804263,7010,41613,15,2020,2212.7,680700.0,-67800.0,337600.0,345.77228715,3207.0,2212.7,345.77228715,680.7,-67.8,337.6,2013.0,SAGA
OSB GROUP PLC,GB11976839,6419,43587,23,2020,22654.5,1676900.0,196300.0,508600.0,1894.816963382,1816.0,22654.5,1894.816963382,1676.9,196.3,508.6,2018.0,OSB
NINETY ONE PLC,GB12245293,6619,2019,11,2020,9904.6,253300.0,154400.0,757500.0,1486.827604461,1168.0,9904.6,1486.827604461,253.3,154.4,757.5,1904.0,NINETY ONE
GAMMA COMMUNICATIONS PLC,GB08943488,6190,41715,20,2020,321.9,204400.0,64200.0,413400.0,1569.370161436,1407.0,321.9,1569.370161436,204.4,64.2,413.4,2013.0,GAMMA COMMUNICATIONS
NEXT 15 GROUP PLC,GB01579589,7320,29810,13,2020,321.648,116881.0,-4938.0,323668.0,564.094421446,2317.0,321.648,564.094421446,116.881,-4.938,323.668,1980.0,NEXT
HELIOS TOWERS PLC,GB12134855,6190,43678,29,2020,1065.94567986072,97093.8287912283,-27347.2257608448,308494.590326696,1529.99997139,356.0,1065.94567986072,1529.99997139,97.0938287912283,-27.3472257608448,308.49459032669597,2018.0,HELIOS TOWERS
MARSHALLS PLC,GB05100353,2361,38090,12,2020,614.429,287848.0,2370.0,471726.0,1495.389854497,2500.0,614.429,1495.389854497,287.848,2.37,471.726,2003.0,MARSHALLS
CLARKSON PLC,GB01190238,5222,27345,14,2020,572.7,328400.0,-28900.0,358200.0,820.797111,1651.0,572.7,820.797111,328.4,-28.9,358.2,1973.0,CLARKSON
BRIDGEPOINT GROUP PLC,GB11443992,6430,43283,29,2020,1045.0,390500.0,36500.0,191800.0,,282.0,1045.0,,390.5,36.5,191.8,2017.0,BRIDGEPOINT
AUTO TRADER GROUP PLC,GB09439967,4511,42048,29,2020,534.5,458700.0,127800.0,262800.0,5358.530934948,908.0,534.5,5358.530934948,458.7,127.8,262.8,2014.0,AUTO TRADER
GENUIT GROUP PLC,GB06059130,2223,39101,13,2020,699.8,500900.0,18500.0,398600.0,1363.937178156,3096.0,699.8,1363.937178156,500.9,18.5,398.6,2006.0,GENUIT
CREST NICHOLSON HOLDINGS PLC,GB06800600,2892,39836,19,2020,1467.2,825300.0,-10700.0,677900.0,564.711332961,796.0,1467.2,564.711332961,825.3,-10.7,677.9,2008.0,CREST NICHOLSON
CARD FACTORY PLC,GB09002747,1812,41746,7,2020,532.5,206500.0,-13600.0,285100.0,122.473054088,9747.0,532.5,122.473054088,206.5,-13.6,285.1,2013.0,CARD FACTORY
IG GROUP HOLDINGS PLC,GB04677092,6612,2003,13,2020,1299.7,935900.0,240500.0,648200.0,2826.211865982,1900.0,1299.7,2826.211865982,935.9,240.5,648.2,1904.0,IG
