Company,BvdID,NACE,IncorpSerial,NumDirectors,Year,TotalAssets,ShareholdersFunds,NetIncome,Revenue,MarketCap,Employees,TotalAssets_m,MarketCap_m,ShareFunds_m,NetIncome_m,Revenue_m,IncorpYear,CompanyKey
TELECOM PLUS PLC,GB03263464,6190,35347,18,2025,799.203,266771.0,80670.0,1942417.0,1034.72633295,2061.0,799.203,1034.72633295,266.771,80.67,1942.417,1995.0,TELECOM PLUS
QINETIQ GROUP PLC,GB04586941,8020,37571,18,2025,1738.4,553000.0,107500.0,1924400.0,2382.398199162,7378.0,1738.4,2382.398199162,553.0,107.5,1924.4,2001.0,QINETIQ
ZIGUP PLC,GB00053171,7721,,32,2025,2335.389,1063157.0,79845.0,1812644.0,705.745153125,7825.0,2335.389,705.745153125,1063.157,79.845,1812.644,,ZIGUP
WATCHES OF SWITZERLAND GROUP PLC,GB11838443,4648,43516,11,2025,1475.6,539600.0,53800.0,1651500.0,837.343955197,2907.0,1475.6,837.343955197,539.6,53.8,1651.5,2018.0,WATCHES OF SWITZERLAND
CONVATEC GROUP PLC,GB10361298,4690,42619,21,2025,2810.00521011078,1128163.95370224,130058.426810205,1812642.87422909,4754.199981656,10741.0,2810.00521011078,4754.199981656,1128.16395370224,130.058426810205,1812.64287422909,2015.0,CONVATEC
VESUVIUS PLC,GB08217766,2451,41169,11,2025,2410.1,1238600.0,52200.0,1809500.0,984.745356962,10925.0,2410.1,984.745356962,1238.6,52.2,1809.5,2011.0,VESUVIUS
DUNELM GROUP PLC,GB04708277,4759,37703,16,2025,741.5,118800.0,156300.0,1775700.0,2384.426693358,11862.0,741.5,2384.426693358,118.8,156.3,1775.7,2002.0,DUNELM
SYNTHOMER PLC,GB00098381,2059,3080,22,2025,2280.5,914500.0,-157000.0,1768100.0,103.538306745,3788.0,2280.5,103.538306745,914.5,-157.0,1768.1,1907.0,SYNTHOMER
HALFORDS GROUP PLC,GB04457314,4778,37417,8,2025,,,,,,,,,,,,2001.0,HALFORDS
THG PLC,GB06539496,4778,39526,142,2025,1599.155,425222.0,54125.0,1717877.0,731.739930358,2912.0,1599.155,731.739930358,425.222,54.125,1717.877,2007.0,THG
BREEDON GROUP PLC,GB14739556,6420,45002,15,2025,2357.6,1197200.0,83800.0,1713800.0,1141.14728719,4780.0,2357.6,1141.14728719,1197.2,83.8,1713.8,2022.0,BREEDON
SPIRAX GROUP PLC,GB00596337,2813,21186,21,2025,2661.1,1222300.0,163400.0,1702900.0,5020.351474353,10072.0,2661.1,5020.351474353,1222.3,163.4,1702.9,1957.0,SPIRAX
CRODA INTERNATIONAL PLC,GB00206132,2059,9274,18,2025,3411.0,2202100.0,62000.0,1699400.0,3763.175268433,5954.0,3411.0,3763.175268433,2202.1,62.0,1699.4,1924.0,CRODA
WICKES GROUP PLC,GB12189061,4778,2019,15,2025,1100.7,130900.0,38500.0,1636200.0,546.825552709,7453.0,1100.7,546.825552709,130.9,38.5,1636.2,1904.0,WICKES
MICHAEL PAGE PLC,GB03310225,7810,35460,35,2025,575.729,214627.0,9017.0,1596577.0,773.568545733,6820.0,575.729,773.568545733,214.627,9.017,1596.577,1996.0,MICHAEL PAGE
SPIRE HEALTHCARE GROUP PLC,GB09084066,8690,41802,20,2025,2377.1,743700.0,16400.0,1583200.0,672.608513045,16368.0,2377.1,672.608513045,743.7,16.4,1583.2,2013.0,SPIRE HEALTHCARE
DIPLOMA PLC,GB03899848,4690,36518,21,2025,1809.4,994200.0,184900.0,1524500.0,7118.047678982,3390.0,1809.4,7118.047678982,994.2,184.9,1524.5,1999.0,DIPLOMA
PETS AT HOME GROUP PLC,GB08885072,4778,41680,16,2025,1654.7,973100.0,63100.0,1486400.0,812.291647134,17618.0,1654.7,812.291647134,973.1,63.1,1486.4,2013.0,PETS AT HOME
SOFTCAT PLC,GB02174990,6209,32057,20,2025,1191.927,338782.0,133008.0,1458411.0,3265.122443205,2639.0,1191.927,3265.122443205,338.782,133.008,1458.411,1986.0,SOFTCAT
ABERDEEN GROUP PLC,GBSC286832,7010,38533,30,2025,10718.0,5136000.0,399000.0,1341000.0,,4461.0,10718.0,,5136.0,399.0,1341.0,2004.0,ABERDEEN
ENERGEAN PLC,GB10758801,0610,42863,12,2025,4153.91008220578,105252.197266942,-191433.370017446,1320341.25792104,1632.729233472,601.0,4153.91008220578,1632.729233472,105.252197266942,-191.433370017446,1320.34125792104,2016.0,ENERGEAN
MIDWICH GROUP PLC,GB08793266,7490,41605,17,2025,625.314,160071.0,-22581.0,1302197.0,194.453935856,1859.0,625.314,194.453935856,160.071,-22.581,1302.197,2012.0,MIDWICH
PENNON GROUP PLC,GB02366640,3700,32599,19,2025,7480.0,1411600.0,91500.0,1291400.0,2499.123360684,3809.0,7480.0,2499.123360684,1411.6,91.5,1291.4,1988.0,PENNON
ASTON MARTIN LAGONDA GLOBAL HOLDINGS PLC,GB11488166,2910,43308,30,2025,2805.5,329200.0,-493200.0,1257700.0,643.419421809,2906.0,2805.5,643.419421809,329.2,-493.2,1257.7,2017.0,ASTON MARTIN LAGONDA GLOBAL
LION FINANCE GROUP PLC,GB10917019,6420,42962,33,2025,16785.2507325206,2322487.18454692,596524.735122772,1187013.16323449,4041.438969,12647.0,16785.2507325206,4041.438969,2322.48718454692,596.5247351227721,1187.0131632344899,2016.0,LION FINANCE
PREMIER FOODS PLC,GB05160050,1089,38160,18,2025,2224.4,1410100.0,136600.0,1175500.0,1605.534709205,4163.0,2224.4,1605.534709205,1410.1,136.6,1175.5,2003.0,PREMIER FOODS
INVESTEC PLC,GB03633621,6419,36055,15,2025,32000.009,3737178.0,340598.0,1168195.0,3703.231494514,,32000.009,3703.231494514,3737.178,340.598,1168.195,1997.0,INVESTEC
ENQUEST PLC,GB07140891,0610,2010,15,2025,2671.25962358066,392448.701731258,1160.86435815737,1137864.08276925,197.693138879,694.0,2671.25962358066,197.693138879,392.44870173125804,1.1608643581573699,1137.86408276925,1904.0,ENQUEST
MEARS GROUP PLC,GB03232863,8121,35278,10,2025,740.106,204820.0,46222.0,1135461.0,317.868193226,5516.0,740.106,317.868193226,204.82,46.222,1135.461,1995.0,MEARS
COATS GROUP PLC,GB00103548,2899,3456,17,2025,1922.4121864569,567277.698195598,76845.9504695727,1109138.26383743,1620.179784401,18889.0,1922.4121864569,1620.179784401,567.277698195598,76.8459504695727,1109.13826383743,1908.0,COATS
RENEW HOLDINGS PLC,GB00650447,4120,21970,6,2025,530.647,241137.0,48814.0,1083752.0,641.019409689,4583.0,530.647,641.019409689,241.137,48.814,1083.752,1959.0,RENEW
SENIOR PLC,GB00282772,2932,12406,16,2025,781.5,380300.0,-4200.0,1050900.0,817.026454535,4974.0,781.5,817.026454535,380.3,-4.2,1050.9,1932.0,SENIOR
DFS FURNITURE PLC,GB07236769,4759,1969,14,2025,983.6,252200.0,24200.0,1030300.0,395.299988747,4710.0,983.6,395.299988747,252.2,24.2,1030.3,1904.0,DFS FURNITURE
COSTAIN GROUP PLC,GB01393773,4211,28775,13,2025,561.9,258200.0,37300.0,1045700.0,425.676992514,3266.0,561.9,425.676992514,258.2,37.3,1045.7,1977.0,COSTAIN
SIGMAROC PLC,GB05204176,6619,2004,18,2025,2263.13,856891.0,79863.0,1041175.0,1422.554405797,2948.0,2263.13,1422.554405797,856.891,79.863,1041.175,1904.0,SIGMAROC
VICTORIA PLC,GB00282204,1393,12389,28,2025,1210.9,-647000.0,-326300.0,1055900.0,29.4152261,5025.0,1210.9,29.4152261,-647.0,-326.3,1055.9,1932.0,VICTORIA
MORGAN ADVANCED MATERIALS PLC,GB00286773,2059,12520,11,2025,984.8,348900.0,21100.0,1030300.0,603.526096982,8088.0,984.8,603.526096982,348.9,21.1,1030.3,1933.0,MORGAN ADVANCED MATERIALS
ICG PLC,GB02234775,6630,32225,16,2025,9912.2,2701000.0,478700.0,1026300.0,4474.479028653,712.0,9912.2,4474.479028653,2701.0,478.7,1026.3,1987.0,ICG
CLOSE BROTHERS GROUP PLC,GB00520241,6420,19513,18,2025,14071.9,1735500.0,-77900.0,1007600.0,607.379792753,3081.0,14071.9,607.379792753,1735.5,-77.9,1007.6,1952.0,CLOSE BROTHERS
HAYS PLC,GB02150950,7810,31986,21,2025,1769.1,466700.0,-7800.0,972400.0,1135.838785087,9523.0,1769.1,1135.838785087,466.7,-7.8,972.4,1986.0,HAYS
PLAYTECH PLC,GBIM008505V,5829,2002,10,2025,1927.69766314021,1208751.5765883,1296076.49904086,971315.112439799,876.849190704,7339.0,1927.69766314021,876.849190704,1208.7515765883002,1296.07649904086,971.315112439799,1904.0,PLAYTECH
MCBRIDE PLC,GB02798634,2041,34039,9,2025,505.3,94300.0,33200.0,926500.0,261.370956593,3274.0,505.3,261.370956593,94.3,33.2,926.5,1992.0,MCBRIDE
TBC BANK GROUP PLC,GB10029943,6420,42426,20,2025,12116.8698867065,1750078.72304919,391649.055788443,934802.523645104,2266.379367222,14148.0,12116.8698867065,2266.379367222,1750.0787230491899,391.64905578844304,934.802523645104,2015.0,TBC BANK
VOLEX PLC,GB00158956,2434,7202,14,2025,786.453167182426,341932.865461877,49854.1603088667,941470.814586592,838.491867855,12699.0,786.453167182426,838.491867855,341.93286546187704,49.8541603088667,941.470814586592,1918.0,VOLEX
RATHBONES GROUP PLC,GB01000403,6630,25954,22,2025,5217.2,1352000.0,112300.0,923300.0,1761.769685456,3251.0,5217.2,1761.769685456,1352.0,112.3,923.3,1970.0,RATHBONES
MARSTON'S PLC,GB00031461,1105,14/05/1890,14,2025,2316.3,790700.0,71600.0,906100.0,248.953118125,9017.0,2316.3,248.953118125,790.7,71.6,906.1,1890.0,MARSTON S
HOCHSCHILD MINING PLC,GB05777693,2441,2006,16,2025,1605.1201620287,651848.376026686,150050.26498846,885834.633723401,2641.74416607,3242.0,1605.1201620287,2641.74416607,651.8483760266861,150.05026498846,885.834633723401,1904.0,HOCHSCHILD MINING
LAND SECURITIES GROUP PLC,GB04369054,9499,1955,23,2025,11540.0,6538000.0,157000.0,892000.0,4120.082753646,700.0,11540.0,4120.082753646,6538.0,157.0,892.0,1904.0,LAND SECURITIES
HILL & SMITH PLC,GB00671474,2511,22189,14,2025,761.9,475000.0,82500.0,869100.0,1706.387819582,4623.0,761.9,1706.387819582,475.0,82.5,869.1,1959.0,HILL SMITH
THE RANK GROUP PLC,GB03140769,9329,35055,18,2025,789.5,378700.0,44600.0,805900.0,623.011309633,4697.0,789.5,623.011309633,378.7,44.6,805.9,1995.0,RANK
ROTORK PLC,GB00578327,2899,20863,17,2025,813.8,584400.0,115400.0,781600.0,2696.898256042,3585.0,813.8,2696.898256042,584.4,115.4,781.6,1956.0,ROTORK
HUNTING PLC,GB00974568,4950,25640,17,2025,876.073562993542,657947.001457569,30545.1505251396,761027.594592286,584.354825787,232700.0,876.073562993542,584.354825787,657.947001457569,30.5451505251396,761.027594592286,1969.0,HUNTING
S4 CAPITAL PLC,GB10476913,7311,2016,55,2025,1347.6,506000.0,-24800.0,754800.0,136.690788432,6744.0,1347.6,136.690788432,506.0,-24.8,754.8,1904.0,S CAPITAL
DR. MARTENS PLC,GB12960219,4642,2020,12,2025,877.3,361500.0,23800.0,765600.0,608.942913515,2377.0,877.3,608.942913515,361.5,23.8,765.6,1904.0,DR MARTENS
FUTURE PLC,GB03757874,5819,36272,19,2025,1633.1,1038800.0,66300.0,743300.0,655.276186732,2991.0,1633.1,655.276186732,1038.8,66.3,743.3,1998.0,FUTURE
BODYCOTE PLC,GB00519057,2561,19476,11,2025,1053.6,641900.0,54900.0,733600.0,1211.002606809,3989.0,1053.6,1211.002606809,641.9,54.9,733.6,1952.0,BODYCOTE
RENISHAW PLC,GB01106260,2651,26758,19,2025,1135.225,925864.0,83757.0,713044.0,2081.752357567,5342.0,1135.225,2081.752357567,925.864,83.757,713.044,1972.0,RENISHAW
SEGRO PLC,GB00167591,6831,7445,18,2025,18181.0,12273000.0,551000.0,726000.0,9750.580968738,495.0,18181.0,9750.580968738,12273.0,551.0,726.0,1919.0,SEGRO
TULLOW OIL PLC,GB03919249,0910,36560,14,2025,2436.774684716,-187953.006516005,4830.74156723619,718368.430598539,89.238898992,285.0,2436.774684716,89.238898992,-187.953006516005,4.83074156723619,718.3684305985389,1999.0,TULLOW OIL
FERREXPO PLC,GB05432915,0710,2005,11,2025,,,,,,,,,,,,1904.0,FERREXPO
DOMINO'S PIZZA GROUP PLC,GB03853545,5610,36438,14,2025,613.9,-88900.0,58600.0,696800.0,667.362179803,2592.0,613.9,667.362179803,-88.9,58.6,696.8,1998.0,DOMINO S PIZZA
CVS GROUP PLC,GB06312831,7500,39276,14,2025,696.2,301700.0,52800.0,681100.0,896.7523,8864.0,696.2,896.7523,301.7,52.8,681.1,2006.0,CVS
RWS HOLDINGS PLC,GB03002645,7490,34684,22,2025,1040.9,763200.0,-99800.0,690100.0,341.332471189,10003.0,1040.9,341.332471189,763.2,-99.8,690.1,1994.0,RWS
SHAWBROOK GROUP PLC,GB07240248,6420,2010,95,2025,22468.9,1842500.0,195500.0,688300.0,2525.680206446,1483.0,22468.9,2525.680206446,1842.5,195.5,688.3,1904.0,SHAWBROOK
GENUS PLC,GB02972325,7211,34603,15,2025,899.0,476000.0,19300.0,672800.0,1350.452119582,3370.0,899.0,1350.452119582,476.0,19.3,672.8,1993.0,GENUS
F&C INVESTMENT TRUST PLC,GB00012901,6430,1868,11,2025,6759.942,6171045.0,664860.0,682381.0,5940.346100114,,6759.942,5940.346100114,6171.045,664.86,682.381,1904.0,F C INVESTMENT TRUST
SAGA PLC,GB08804263,7010,41613,15,2025,1275.6,69700.0,3600.0,660000.0,,2081.0,1275.6,,69.7,3.6,660.0,2013.0,SAGA
OSB GROUP PLC,GB11976839,6419,43587,23,2025,31122.7,2296700.0,285700.0,668000.0,2267.10370125,2483.0,31122.7,2267.10370125,2296.7,285.7,668.0,2018.0,OSB
NINETY ONE PLC,GB12245293,6619,2019,11,2025,14876.3,702600.0,153500.0,660400.0,1528.812028604,1289.0,14876.3,1528.812028604,702.6,153.5,660.4,1904.0,NINETY ONE
GAMMA COMMUNICATIONS PLC,GB08943488,6190,41715,20,2025,621.3,385000.0,64900.0,645800.0,851.667170664,2230.0,621.3,851.667170664,385.0,64.9,645.8,2013.0,GAMMA COMMUNICATIONS
NEXT 15 GROUP PLC,GB01579589,7320,29810,13,2025,521.235,131898.0,-30244.0,627831.0,354.106428737,3350.0,521.235,354.106428737,131.898,-30.244,627.831,1980.0,NEXT
HELIOS TOWERS PLC,GB12134855,6190,43678,29,2025,1876.78025842178,56779.7931902839,29133.087605486,634759.441934836,1718.310701772,735.0,1876.78025842178,1718.310701772,56.7797931902839,29.133087605485997,634.759441934836,2018.0,HELIOS TOWERS
MARSHALLS PLC,GB05100353,2361,38090,12,2025,1041.4,655700.0,14400.0,633700.0,456.861551477,2348.0,1041.4,456.861551477,655.7,14.4,633.7,2003.0,MARSHALLS
CLARKSON PLC,GB01190238,5222,27345,14,2025,978.5,527800.0,65700.0,631400.0,1179.33298097,2255.0,978.5,1179.33298097,527.8,65.7,631.4,1973.0,CLARKSON
BRIDGEPOINT GROUP PLC,GB11443992,6430,43283,29,2025,5216.6,1188000.0,41500.0,629900.0,2410.416179144,542.0,5216.6,2410.416179144,1188.0,41.5,629.9,2017.0,BRIDGEPOINT
AUTO TRADER GROUP PLC,GB09439967,4511,42048,29,2025,685.3,407100.0,293900.0,624300.0,3864.409334543,1244.0,685.3,3864.409334543,407.1,293.9,624.3,2014.0,AUTO TRADER
GENUIT GROUP PLC,GB06059130,2223,39101,13,2025,1101.6,662900.0,45200.0,602100.0,820.389681135,3355.0,1101.6,820.389681135,662.9,45.2,602.1,2006.0,GENUIT
CREST NICHOLSON HOLDINGS PLC,GB06800600,2892,39836,19,2025,1420.8,718100.0,2200.0,613100.0,425.224567739,685.0,1420.8,425.224567739,718.1,2.2,613.1,2008.0,CREST NICHOLSON
CARD FACTORY PLC,GB09002747,1812,41746,7,2025,660.9,354500.0,31200.0,582700.0,234.118058859,9949.0,660.9,234.118058859,354.5,31.2,582.7,2013.0,CARD FACTORY
IG GROUP HOLDINGS PLC,GB04677092,6612,2003,13,2025,3284.3,1917900.0,292100.0,595000.0,4471.129187397,2186.0,3284.3,4471.129187397,1917.9,292.1,595.0,1904.0,IG
METRO BANK HOLDINGS,GB14387040,6420,44833,23,2025,16475.0,1484000.0,69700.0,593300.0,811.990720623,2859.0,16475.0,811.990720623,1484.0,69.7,593.3,2021.0,METRO BANK
PZ CUSSONS PLC,GB00019457,2041,20/02/1884,18,2025,615.2,213500.0,-5800.0,513800.0,374.70562056,2411.0,615.2,374.70562056,213.5,-5.8,513.8,1884.0,PZ CUSSONS
JOHNSON SERVICE GROUP PLC,GB00523335,9601,19606,11,2025,579.5,275100.0,37100.0,535400.0,510.701858119,6696.0,579.5,510.701858119,275.1,37.1,535.4,1952.0,JOHNSON SERVICE
PARAGON BANKING GROUP PLC,GB02336032,6420,32525,42,2025,19930.0,1420200.0,180300.0,528800.0,1682.830625625,1411.0,19930.0,1682.830625625,1420.2,180.3,528.8,1988.0,PARAGON BANKING
REACH PLC,GB00082548,1811,1777,11,2025,949.4,526200.0,-132300.0,518400.0,175.403301547,3104.0,949.4,175.403301547,526.2,-132.3,518.4,1903.0,REACH
THE BRITISH LAND COMPANY PLC,GB00621920,6831,21607,17,2025,9360.0,5932000.0,454000.0,523000.0,3553.6280387,599.0,9360.0,3553.6280387,5932.0,454.0,523.0,1958.0,BRITISH LAND
CHEMRING GROUP PLC,GB00086662,2611,2161,13,2025,863.1,382000.0,48200.0,517500.0,1561.955557359,2822.0,863.1,1561.955557359,382.0,48.2,517.5,1904.0,CHEMRING
RIT CAPITAL PARTNERS PLC,GB02129188,6430,31904,33,2025,4388.2,4040100.0,459300.0,500300.0,3150.052319872,64.0,4388.2,3150.052319872,4040.1,459.3,500.3,1986.0,RIT CAPITAL PARTNERS
YOUNG & CO'S BREWERY PLC,GB00032762,1105,1890,23,2025,1317.3,793400.0,28000.0,508200.0,287.477215544,7477.0,1317.3,287.477215544,793.4,28.0,508.2,1904.0,YOUNG S BREWERY
ELEMENTIS PLC,GB03299608,2059,35437,22,2025,828.360700129455,478540.691560521,-33815.1909706533,493701.788171539,945.029754038,989.0,828.360700129455,945.029754038,478.540691560521,-33.8151909706533,493.701788171539,1996.0,ELEMENTIS
PPHE HOTEL GROUP LIMITED,GBGG47131,5510,39247,14,2025,1921.849,512594.0,13185.0,468647.0,751.739540719,,1921.849,751.739540719,512.594,13.185,468.647,2006.0,PPHE HOTEL
VANQUIS BANKING GROUP PLC,GB00668987,6492,22159,13,2025,3941.7,487300.0,8200.0,456000.0,306.766529431,1293.0,3941.7,306.766529431,487.3,8.2,456.0,1959.0,VANQUIS BANKING
LONDONMETRIC PROPERTY PLC,GB07124797,6831,40191,22,2025,8156.1,4732900.0,295700.0,464600.0,4255.097653953,54.0,8156.1,4255.097653953,4732.9,295.7,464.6,2009.0,LONDONMETRIC PROPERTY
TRAINLINE PLC,GB11961132,5229,43579,16,2025,699.655,204369.0,79813.0,452684.0,752.705274073,986.0,699.655,752.705274073,204.369,79.813,452.684,2018.0,TRAINLINE
SERICA ENERGY PLC,GB05450950,0610,38484,14,2025,1138.39397795962,497621.377560093,-38513.6445380483,450995.80314414,687.957587318,,1138.39397795962,687.957587318,497.62137756009304,-38.5136445380483,450.99580314414,2004.0,SERICA ENERGY
BARR (A.G.) PLC,GBSC005653,1107,1643,13,2025,514.2,345600.0,47100.0,437300.0,714.744209801,937.0,514.2,714.744209801,345.6,47.1,437.3,1903.0,BARR A G
OXFORD INSTRUMENTS PLC,GB00775598,2651,23284,9,2025,552.1,340200.0,48200.0,455900.0,1329.636144,2186.0,552.1,1329.636144,340.2,48.2,455.9,1962.0,OXFORD INSTRUMENTS
ROSEBANK INDUSTRIES PLC,GB685348EX,7022,2024,6,2025,2659.0,1570000.0,-48000.0,445000.0,1423.1267855,14742.0,2659.0,1423.1267855,1570.0,-48.0,445.0,1904.0,ROSEBANK INDUSTRIES
DISCOVERIE GROUP PLC,GB02008246,2611,31511,17,2025,694.6,328600.0,29000.0,443300.0,523.775877562,4170.0,694.6,523.775877562,328.6,29.0,443.3,1985.0,DISCOVERIE
JUPITER FUND MANAGEMENT PLC,GB06150195,6430,2007,11,2025,1242.6,906100.0,100400.0,431600.0,838.407423119,468.0,1242.6,838.407423119,906.1,100.4,431.6,1904.0,JUPITER FUND MANAGEMENT
PAN AFRICAN RESOURCES PLC,GB03937466,2441,36581,16,2025,733.084672110378,398955.043243252,103336.645382782,419325.784025681,1068.571457882,,733.084672110378,1068.571457882,398.95504324325196,103.336645382782,419.32578402568095,1999.0,PAN AFRICAN RESOURCES
DAR GLOBAL PLC,GB14388348,6831,2022,21,2025,1532.91766899176,434305.219433834,74902.505977523,414574.98449122,966.635943017042,375.0,1532.91766899176,966.635943017042,434.305219433834,74.902505977523,414.57498449122,1904.0,DAR GLOBAL
VOLUTION GROUP PLC,GB09041571,7739,41774,20,2025,602.454,269988.0,41533.0,419114.0,1326.433406939,1993.0,602.454,1326.433406939,269.988,41.533,419.114,2013.0,VOLUTION
TRITAX BIG BOX REIT PLC,GB08215888,6831,2012,31,2025,8045.8,5058900.0,363300.0,409400.0,4112.629814014,,8045.8,4112.629814014,5058.9,363.3,409.4,1904.0,TRITAX BIG BOX REIT
CMC MARKETS PLC,GB05145017,6612,38141,9,2025,1006.865,457176.0,73749.0,416311.0,961.166099394,1140.0,1006.865,961.166099394,457.176,73.749,416.311,2003.0,CMC MARKETS
SPEEDY HIRE PLC,GB00927680,7739,24890,11,2025,575.0,128000.0,-26600.0,416100.0,104.60720368,3335.0,575.0,104.60720368,128.0,-26.6,416.1,1967.0,SPEEDY HIRE
FISHER (JAMES) & SONS PLC,GB00211475,5222,9530,9,2025,514.0,187300.0,-4400.0,394400.0,189.83061375,2024.0,514.0,189.83061375,187.3,-4.4,394.4,1925.0,FISHER JAMES SONS
FULLER SMITH & TURNER PLC,GB00241882,1105,10827,13,2025,702.9,410400.0,21200.0,397800.0,204.9990085,5270.0,702.9,204.9990085,410.4,21.2,397.8,1928.0,FULLER SMITH TURNER
YOUGOV PLC,GB03607311,7220,1998,11,2025,600.3,191100.0,13400.0,388900.0,365.402352757,3119.0,600.3,365.402352757,191.1,13.4,388.9,1904.0,YOUGOV
IBSTOCK PLC,GB09760850,2361,42250,15,2025,744.748,382460.0,3074.0,374444.0,550.972595707,2006.0,744.748,550.972595707,382.46,3.074,374.444,2014.0,IBSTOCK
MURRAY INTERNATIONAL TRUST PLC,GBSC006705,6430,2558,11,2025,2035.256,1920974.0,348575.0,358807.0,1977.345259259,,2035.256,1977.345259259,1920.974,348.575,358.807,1906.0,MURRAY TRUST
UNITE GROUP PLC,GB03199160,5590,35200,25,2025,6300.7,4733800.0,97600.0,332800.0,2741.79367693,1917.0,6300.7,2741.79367693,4733.8,97.6,332.8,1995.0,UNITE
RESTORE PLC,GB05169780,7490,38170,13,2025,587.2,219700.0,-6300.0,332500.0,362.164154603,2746.0,587.2,362.164154603,219.7,-6.3,332.5,2003.0,RESTORE
PAYPOINT PLC,GB03581541,8291,35961,22,2025,503.812,75833.0,39333.0,337008.0,336.729518761,942.0,503.812,336.729518761,75.833,39.333,337.008,1997.0,PAYPOINT
HENRY BOOT PLC,GB00160996,4120,7270,19,2025,654.371,420140.0,23517.0,323016.0,301.77157275,490.0,654.371,301.77157275,420.14,23.517,323.016,1918.0,HENRY BOOT
GLOBALDATA PLC,GB03925319,5819,36565,11,2025,689.1,326000.0,33100.0,322300.0,845.039230646,3558.0,689.1,845.039230646,326.0,33.1,322.3,1999.0,GLOBALDATA
JADESTONE ENERGY PLC,GB13152520,0610,44218,22,2025,695.677322670715,-58674.1870756508,-82306.1748225702,312997.866770429,127.408237702,421.0,695.677322670715,127.408237702,-58.6741870756508,-82.3061748225702,312.997866770429,2020.0,JADESTONE ENERGY
SIRIUS REAL ESTATE LIMITED,GBGG46442,9499,39133,12,2025,3101.6790562824,1647799.66716047,200018.39998945,302728.196848144,1471.104566325,470.0,3101.6790562824,1471.104566325,1647.79966716047,200.01839998945,302.728196848144,2006.0,SIRIUS REAL ESTATE
VICTREX PLC,GB02793780,2221,34025,12,2025,566.9,431200.0,27800.0,292700.0,626.775153796,1159.0,566.9,626.775153796,431.2,27.8,292.7,1992.0,VICTREX
GB GROUP PLC,GB02415211,5829,32741,15,2025,707.378,475523.0,-75087.0,285044.0,469.583134282,1082.0,707.378,469.583134282,475.523,-75.087,285.044,1988.0,GB
SAVANNAH ENERGY PLC,GB09115262,0910,2014,12,2025,,,,,,,,,,,,1904.0,SAVANNAH ENERGY
HAMMERSON PLC,GB00360632,6831,14718,15,2025,3931.2,2094800.0,232100.0,264400.0,1754.35321485,124.0,3931.2,1754.35321485,2094.8,232.1,264.4,1939.0,HAMMERSON
DERWENT LONDON PLC,GB01819699,6831,30827,30,2025,5313.7,3615300.0,161100.0,251800.0,1952.739186773,206.0,5313.7,1952.739186773,3615.3,161.1,251.8,1983.0,DERWENT LONDON
THE GYM GROUP PLC,GB08528493,9313,41408,16,2025,615.9,141700.0,7400.0,244900.0,267.637170603,1924.0,615.9,267.637170603,141.7,7.4,244.9,2012.0,GYM
SHAFTESBURY CAPITAL PLC,GB07145051,6831,2010,12,2025,5880.9,4568100.0,340200.0,241900.0,2832.108393235,101.0,5880.9,2832.108393235,4568.1,340.2,241.9,1904.0,SHAFTESBURY CAPITAL
ALLIANCE TRUST PLC,GBSC001731,6430,01/01/1888,38,2025,5490.142,5112743.0,224464.0,241153.0,,,5490.142,,5112.743,224.464,241.153,1888.0,ALLIANCE TRUST
PRIMARY HEALTH PROPERTIES PLC,GB03033634,6831,34774,20,2025,6040.0,2554000.0,119000.0,232000.0,2540.592949137,,6040.0,2540.592949137,2554.0,119.0,232.0,1994.0,PRIMARY HEALTH PROPERTIES
SAFESTORE HOLDINGS PLC,GB04726380,5210,37719,11,2025,3591.0,2288400.0,111100.0,234300.0,1562.207095837,836.0,3591.0,1562.207095837,2288.4,111.1,234.3,2002.0,SAFESTORE
OXFORD NANOPORE TECHNOLOGIES PLC,GB05386273,7211,2005,33,2025,622.5,463300.0,-145200.0,223900.0,1240.41714271,1316.0,622.5,1240.41714271,463.3,-145.2,223.9,1904.0,OXFORD NANOPORE TECHNOLOGIES
